LON,LAT,EDO,CLAVE,ESTACION,may-24
-97.776111,17.806667,OAX,HDLOX,"Huajuapan de Le¢n, Oax.",20.43
-97.776111,17.806667,OAX,HLOOX,"Observatorio de Huajuapan de Le¢n, Oax.",18.82
-96.133889,15.748889,OAX,HUATULCOmar,"Huatulco, Oax. SEMAR*",1.02
-95.053889,16.503611,OAX,IXTALTEPEC,"Ixtaltepec, Oax. SGT*",9
-95.1,16.583333,OAX,IXTOX,"Ixtepec, Oax.",0.63
-96.2,17.866667,OAX,JACOX,"Jacatepec, Oax.",10.5
-95.033333,16.433333,OAX,JUCOX,"Juchitan, Oax.",10
-95.2,16.6,OAX,KM1OX,"km 33+190, Oax.",3
-95.483333,17.45,OAX,MAROX,"Mar¡a Lombardo, Oax.",91.5
-96.733333,17.066667,OAX,OACOX,"Oaxaca Centro, Oax.",52.42
-96.7,17.001389,OAX,OAOOX,"Observatorio de Aeropuerto Oaxaca, Oax.",20.12
-94.4,16.5,OAX,OSTOX,"Ostuta, Oax.",21.24
-96.083333,18.166667,OAX,PAPOX,"Papaloapan, Oax.",4.8
-96.716667,17.072778,OAX,PIAOX,"Organismo de Cuenca Pac¡fico Sur PIAE, Oax.",50.51
-96.483333,15.666667,OAX,PTAOX,"Observatorio de Puerto Angel, Oax.",0.9
-95.481389,16.585278,OAX,RHOOX,"R¡o Hondo, Oax.",6
-97.725,16.102778,OAX,RVEOX,"R¡o Verde, Oax.",0
-97.895,17.905833,OAX,SCHOX,"Santiago Chilixtlahuaca, Oax.",16.64
-96.55,17.266667,OAX,SCIOX,"Ixtepeji, Oax.",7.5
-95.2,16.183333,OAX,SCROX,"Observatorio de Salina Cruz, Oax.",0
-96.533333,17.883333,OAX,SFUOX,"San Felipe Usila, Oax.",49
-98.282222,17.846111,OAX,SJCOX,"San Juan Cieneguillas, Oax.",56
-98.1425,17.501389,OAX,SLAOX,"Silacayo pam, Oax.",55.53
-96.453611,17.1175,OAX,SMAOX,"San Antonio Cuajimoloyas, Oax.",16.41
-97.680278,18.188611,OAX,SNCOX,"Santiago Chazumba, Oax.",16.15
-97.653333,18.250833,OAX,SSFOX,"San Sebastian Frontera, Oax.",6.01
-96.55,18.05,OAX,STDOX,"Santo Domingo, Oax.",0
-97.536667,17.726111,OAX,STTOX,"Santiago Teotongo, Oax.",34.7
-95.2,16.3,OAX,TEHOX,"Tehuantepec, Oax.",0
-96.412222,18.232222,OAX,TEMOX,"Presidente Alem n, Oax.",0
-97.492222,17.513333,OAX,TEPOX,"Teposcolula, Oax.",41.11
-95.6,16.416667,OAX,TEQOX,"Tequisistl n, Oax.",0
-97.680278,17.267222,OAX,TLXOX,"Heroica Ciudad de Tlaxiaco, Oax.",45.5
-96.544722,15.739167,OAX,TNMOX,"Tonameca, Oax.",6.6
-97.808333,17.654444,OAX,TSLOX,"Heroica Villa Tezoatl n de Segura y Luna, Oax.",42.7
-96.435278,17.933056,OAX,UCFOX,"Usila CFE, Oax.",7.8
-94.833333,16.45,OAX,UHGOX,"Uni¢n Hidalgo, Oax.",8
-96.3,17.776389,OAX,VANOX,"Valle Nacional, Oax.",4.3
-97.826111,17.724444,OAX,YOSOX,"Yosocuta, Oax.",61.32
-95.93,17.15,OAX,ZACOX,"Zacatepec, Oax.",0
-98.389444,17.755278,OAX,ZALOX,"Zapotitl n Lagunas, Oax.",97.6
-97.818056,17.889722,OAX,ZAPOX,"Zapotitl n Palmas, Oax.",16.41
-97.418056,19.45,PUE,ACHPB,"Alchichica, Pue.",21.5
-97.934167,19.0625,PUE,ACJPB,"Acajete, Pue.",54.11
-98.055,18.277222,PUE,ADOPB,"Acatl n de Osorio, Pue.",37
-98.135833,18.9425,PUE,AFRPB,"Africam, Pue.",37.51
-97.920833,18.854167,PUE,AHAPB,"Ahuatepec, Pue.",50
-97.845,20.406944,PUE,APAPB,"Apapantilla, Pue.",0.7
-98.420833,18.921111,PUE,ATXPB,"Atlixco, Pue.",63.6
-97.881111,20.385833,PUE,AVCPB,"Avila Camacho, Pue.",2.3
-97.503333,19.961389,PUE,BAIPB,"Buenos Aires CFE, Pue.",6.7
-98.108611,18.9125,PUE,BDDPB,"Manuel Avila Camacho, Pue.",16.82
-97.441667,18.987222,PUE,CDSPB,"Ciudad Serd n, Pue.",66.5
-97.958333,18.968889,PUE,CEMPB,"Cemex, Pue.",41.8
-98.579167,18.516111,PUE,CHIPB,"Chietla, Pue.",12.41
-98.318056,19.068611,PUE,CHLPB,"Cholula, Pue.",34
-98.567778,18.109722,PUE,CHSPB,"Chila de la Sal, Pue.",8.6
-98.198611,19.022778,PUE,CNAPB,"Conagua, Pue.",61.01
-98.049722,19.743333,PUE,CNGPB,"Chignahuapan, Pue.",25.7
-98.164722,18.612778,PUE,COAPB,"Coatzingo, Pue.",18.2
-98.059444,19.092778,PUE,CPLPB,"Capulac, Pue.",115
-97.516667,20.033333,PUE,CTZPB,"Cuetzalan del Progreso, Pue.",27.04
-98.275556,18.966111,PUE,ECHPB,"Echeverr¡a, Pue.",47.52
-98.456111,19.101111,PUE,HJTPB,"Huejotzingo, Pue.",51.52
-98.540278,18.772222,PUE,HQCPB,"Huaquechula, Pue.",25
-98.050833,20.176389,PUE,HUAPB,"Huauchinango, Pue.",0.5
-98.72,18.039722,PUE,IXCAMILPACFE,"Ixcamilpa, Pue. CFE*",13
-97.815833,19.621667,PUE,IXTPB,"Ixtacamaxtitl n, Pue.",14.41
-98.466389,18.610833,PUE,IZMPB,"Iz£car de Matamoros, Pue.",3.01
-97.691111,19.457222,PUE,LIBPB,"Libres, Pue.",18.02
-98.231111,19.010556,PUE,MAYPB,"Mayorazgo 21 Poniente, Pue.",61.02
-97.850278,20.733056,PUE,MTLPB,"Metlaltoyuca, Pue.",0
-96.781389,18.360278,PUE,NARPB,"Naranjastitla, Pue.",23.4
-98.002222,20.001667,PUE,NECAXA,"Necaxa, Pue. FENIX*",1.5
-98.000556,20.216667,PUE,NNEPB,"Necaxa, Pue.",0
-97.533333,19.7,PUE,OYAPB,"Oyameles, Pue.",21.01
-98.156667,20.2775,PUE,PAHUATLAN,"Pahuatl n de Valle, Pue. SGT*",4.9
-97.251389,18.918056,PUE,PCRPB,"Paso Carretas, Pue.",18.01
-98.264722,18.2,PUE,PIXPB,"Piaxtla, Pue.",46.9
-97.883333,20.233333,PUE,PTLPB,"Patla, Pue.",0
-98.166667,19.05,PUE,PUOPB,"Observatorio de Puebla, Pue.",106.5
-97.616667,19.25,PUE,QUIPB,"Quimixtl n, Pue.",9.7
-98.22,19.113056,PUE,SCRPB,"San Crist¢bal Caleras, Pue.",53.44
-97.205556,20.133889,PUE,SJAPB,"San Jos‚ Acateno, Pue.",0
-97.91,18.735,PUE,SMCPB,"San Miguel Canoa, Pue.",91.03
-98.433889,19.287222,PUE,SMTPB,"San Mart¡n Texmelucan, Pue.",27.9
-97.446667,19.960833,PUE,SOLPB,"La Soledad, Pue.",2.62
-98.582222,19.330278,PUE,SRTPB,"Santa Rita Tlahuapan, Pue.",19.02
-97.486389,19.952778,PUE,STLPB,"Sontalalco CFE, Pue.",8.02
-97.7925,20.004444,PUE,TDRPB,"Tepango de Rodr¡guez, Pue.",4
-97.7525,18.878889,PUE,TECPB,"Tecamachalco, Pue.",32.8
-97.395556,18.479167,PUE,TEHPB,"Tehuac n, Pue.",2.5
-98.777222,18.451944,PUE,TELPB,"Teotlalco, Pue.",5.6
-97.805833,19.829444,PUE,TEOPB,"Tetela de Ocampo, Pue.",0
-97.9475,20.21,PUE,TEPPB,"Tepexic, Pue.",0
-97.430556,18.468889,PUE,TETPB,"Teopilco, Pue.",19.2
-97.359722,19.815278,PUE,TEZPB,"Teziutl n, Pue.",0
-97.876111,20.315278,PUE,TLAXCALALTON,"Tlaxcalaltongo, Pue. SGT*",1
-96.849722,18.405,PUE,TLPPB,"Tlacotepec de D¡az, Pue.",15.5
-97.491944,19.489167,PUE,TPYPB,"Tepeyahualco, Pue.",24
-96.861389,18.483611,PUE,TYAPB,"Tepeyac, Pue.",3
-98.050833,20.176389,PUE,UDSPB,"Universidad de la Sierra, Pue.",0.7
-97.675833,20.510278,PUE,VENPB,"Venustiano Carranza, Pue.",0
-97.956944,20.277222,PUE,XDJPB,"Xicotepec de Ju rez, Pue.",2.1
-97.585,19.859722,PUE,ZCPPB,"Zacapoaxtla, Pue.",0.1
-97.011389,18.332222,PUE,ZOQPB,"Zoquitl n, Pue.",8.01
-97.832778,20.178611,PUE,ZRGPB,"Zaragoza, Pue.",0
-100.412222,20.504167,QRO,BATQT,"El Bat n, Qro.",17.01
-100.435556,20.604167,QRO,CARQT,"Carrillo, Qro.",10.6
-100.080278,20.418611,QRO,CNSQT,"Constituci¢n de 1917, Qro.",5.5
-100.453333,20.535,QRO,EPUQT,"El Pueblito, Qro.",26.51
-100.366667,20.566667,QRO,GHQQT,"Gerencia Hidalgo, Qro.",7.8
-100.283056,20.389444,QRO,HUIQT,"Huimilpan, Qro. SMN*",0.25
-99.9625,20.198611,QRO,IDFQT,"San Ildefonso, Qro.",31.6
-99.479722,21.230278,QRO,JLPQT,"Jalpan, Qro.",0.3
-100.45,20.7,QRO,JRQQT,"Juriquilla, Qro.",2.3
-100.366667,20.566667,QRO,OBSQT,"Observatorio de Quer‚taro, Qro.",6.1
-99.815,21.055833,QRO,PMLQT,"Pe¤amiller, Qro.",38.72
-99.169167,21.499167,QRO,SGORDAI,"Sierra Gorda 1, Qro. SMN*",27.2
-100,20.3625,QRO,SJSQT,"San Jos‚, Qro.",31.5
-86.820278,21.156667,QROO,CANQR,"Canc£n, Q. Roo.",0
-87.300556,18.755556,QROO,CHINCHORROmar,"Banco Chinchorro, Q. Roo. SEMAR*",0
-88.3275,18.500556,QROO,CHOQR,"Observatorio de Chetumal, Q. Roo.",0.41
-86.775833,21.074444,QROO,CNCQR,"Canc£n Radar, Q. Roo. SMN*",0
-86.946111,20.51,QROO,COZQR,"Cozumel, Q. Roo.",0
-88.045,19.575556,QROO,FCRQR,"Observatorio de Felipe Carrillo Puerto, Q. Roo.",0
-87.372778,21.521389,QROO,HLBQR,"Isla Holbox, Q. Roo.",0
-86.735,21.235556,QROO,IMJQR,"Isla Mujeres, Q.Roo.",0
-88.703611,19.752222,QROO,JMORELOS,"Jos‚ Mar¡a Morelos, Q. Roo. SMN*",0
-87.486111,21.101944,QROO,KANTUNILKIN,"Kantunilk¡n, Q. Roo. SMN*",0
-87.077778,20.634444,QROO,PDCQR,"Playa del Carmen, Q. Roo.",0
-87.465556,20.1275,QROO,SIAQR,"Sian Ka'an 2, Q. Roo. SMN*",0.5
-106.654167,24.047222,SIN,ACTSI,"Acatit n, Sin.",0
-109.183333,25.916667,SIN,AHMSI,"Ahome, Sin.",0
-107.383333,25.090278,SIN,AL2SI,"El Varejonal hidrom‚trica, Sin.",0
-107.388333,25.101389,SIN,ALMSI,"Adolfo L¢pez Mateos, Sin.",0
-108.7,25.7,SIN,ARCSI,"Adolfo Ruiz Cortines, Sin.",0
-107.466667,25.033333,SIN,AWSSI,"Andrew Weiss, Sin.",0
-107.5375,25.333333,SIN,BDRSI,"Badiraguato, Sin.",0
-108.329167,26.736111,SIN,CHXSI,"Observatorio de Choix, Sin.",0
-107.4,24.816667,SIN,CLCSI,"Culiac n, Sin.",0
-109.333333,26.1,SIN,CRRSI,"El Carrizo, Sin.",0
-108.065556,25.484722,SIN,EBLSI,"Lic. Eustaquio Buelna, Sin.",0
-108.616667,26.433333,SIN,EFTSI,"El Fuerte, Sin.",0
-108.480833,25.806667,SIN,ENASI,"Estaci¢n Naranjo, Sin.",0
-108.316667,26.083333,SIN,GB2SI,"El Sabinal hidrom‚trica, Sin.",0
-107.911944,25.855278,SIN,GD2SI,"Bacurato hidrom‚trica de Gustavo Diaz Ord z, Sin.",0
-107.911111,25.856667,SIN,GDOSI,"Gustavo D¡az Ordaz, Sin.",0
-108.091667,25.469444,SIN,GMCSI,"Guam£chil, Sin.",0
-108.466667,25.716667,SIN,GSVSI,"Guasave, Sin.",0
-109.301111,25.966111,SIN,HDZSI,"Higuera de Zaragoza, Sin.",0
-106.595833,23.955556,SIN,IXPSI,"Ixpalino, Sin.",0
-107.059444,24.753611,SIN,JGRSI,"Juan Guerrero Alcocer, Sin.",0
-106.807222,24.571667,SIN,JLPSI,"Jos‚ L¢pez Portillo, Sin.",0
-108.712222,26.437222,SIN,JODSI,"El Sabino, Sin.",0
-108.7025,26.426944,SIN,JORSI,"Josefa Ortiz de Dom¡nguez, Sin.",0
-106.9,23.916667,SIN,LCRSI,"La Cruz, Sin.",0
-108.35,26.904167,SIN,LD2SI,"Huites hidrom‚trica, Sin.",0
-108.367778,26.844722,SIN,LDCSI,"Luis Donaldo Colosio, Sin.",0
-109,25.8,SIN,MCHSI,"Los Mochis, Sin.",0
-108.583333,26.5,SIN,MHGSI,"Miguel Hidalgo, Sin.",0
-106.4,23.233333,SIN,MZTSI,"Observatorio de Mazatl n, Sin.",0
-107.188056,24.251111,SIN,OBISPO,"Obispo, Sin. SMN*",0
-107.440556,24.634722,SIN,OBSSI,"Observatorio de Culiac n, Sin.",0
-108.58,26.509722,SIN,PMHSI,"Miguel Hidalgo, Sin.",0
-106.466667,23.5625,SIN,QLTSI,"Quelite, Sin.",0
-107.755833,25.124722,SIN,RAVSI,"Estaci¢n Rancho Viejo, Sin.",0
-107.843333,25.485556,SIN,SANJUAN,"San Juan, Sin. SMN*",0
-108.779167,26.073611,SIN,SFRSI,"Sufragio, Sin.",0
-107.8425,25.486667,SIN,SJNSI,"San Juan, Sin.",0
-107.1,24.45,SIN,SLRSI,"San Lorenzo, Sin.",0
-106.695833,24.121944,SIN,SLTSI,"Ing. Aurelio Benassini Vizca¡no, Sin.",0
-107.158333,24.813889,SIN,SN2SI,"Sanalona hidrom‚trica, Sin.",0
-107.151389,24.815,SIN,SNLSI,"Sanalona, Sin.",0
-106.25,23.35,SIN,SQRSI,"Siqueros, Sin.",0
-109.070278,25.590833,SIN,TOPOLOBAMPOmar,"Topolobampo, Sin. SEMAR*",0
-105.846944,23.088333,SIN,TORSI,"Las Tortugas, Sin.",0
-107.059722,24.7475,SIN,VINSI,"Vinoramas, Sin.",0
-108.358611,25.739167,SIN,ZOPSI,"El Zopilote, Sin.",0
-98.558333,21.972222,SLP,AJTSL,"Las Adjuntas, S.L.P.",0
-98.955833,21.748889,SLP,BLMSL,"Ballesmi, S.L.P.",0.4
-100.021667,21.936111,SLP,CDFERNANDEZ,"Ciudad Fern ndez, S.L.P. SMN*",0.8
-99.016667,21.983333,SLP,CDVSL,"Ciudad Valles, S.L.P.",0
-99.239444,21.906944,SLP,GANSL,"Gallinas, S.L.P.",0.2
-100.820556,21.88,SLP,IVGSL,"Valent¡n Gama, S.L.P.",21.72
-100.665833,23.6475,SLP,MA2SL,"Matehuala, S.L.P. SMN*",13.2
-100.642778,23.656944,SLP,MATSL,"Matehuala, S.L.P.",8.33
-99.159444,22.12,SLP,MICSL,"Micos, S.L.P.",0
-98.8,21.333333,SLP,MTPSL,"Observatorio de Matlapa, S.L.P.",9.2
-99.32,22.523333,SLP,NRJSL,"Naranjos, S.L.P.",0
-100.762222,21.849722,SLP,OCTSL,"Ojo Caliente, S.L.P.",21.7
-99.830556,21.651111,SLP,PMYSL,"Pedro Montoya, S.L.P.",0.03
-98.939722,21.847222,SLP,PUJSL,"El Pujal, S.L.P.",0.6
-99.995,21.931389,SLP,RVDSL,"Observatorio de R¡o Verde, S.L.P.",2
-101,22.2,SLP,SGRSL,"Soledad Graciano, S.L.P.",0
-101.019167,22.148056,SLP,SLPSL,"Observatorio de San Luis Potos¡, S.L.P.",0
-99.055833,22.02,SLP,STRSL,"Santa Rosa, S.L.P.",0.01
-98.617222,21.692778,SLP,SVTSL,"San Vicente, S.L.P.",0
-99.146111,21.822222,SLP,TANCHACHIN,"Tanchach¡n, S.L.P. SGT*",0.1
-98.857222,21.246667,SLP,TBLSL,"Tierra Blanca, S.L.P.",2.8
-101.9125,22.831944,SLP,VRASL,"Villa de Ramos, S.L.P.",0
-110.226111,29.825,SON,ACNSO,"Aconchi, Son.",0
-108.937778,27.021667,SON,ALMSO,"Alamos, Son.",0
-111.733333,30.716667,SON,ALTSO,"Observatorio de Altar, Son.",0
-109.8925,27.8225,SON,AOBSO,"Alvaro Obreg¢n, Son.",0
-109.106667,27.226111,SON,ARCSO,"Adolfo Ruiz Cortines, Son.",0
-109.088611,30.07,SON,ARISO,"Aribabi, Son.",0
-110.92,29.076667,SON,ARLSO,"Abelardo Rodr¡guez Luj n, Son.",0
-110.1675,30.335833,SON,ARZSO,"Arizpe, Son.",0
-111.83,28.75,SON,BAHIAKINO,"Bah¡a de Kino, Son. SMN*",0
-110.238611,30.598889,SON,BCNSO,"Bacanuchi, Son.",0
-108.931667,30.355278,SON,BCRSO,"Bacerac, Son.",0
-112.435278,30.771944,SON,CABORCA,"Caborca, Son. SMN*",0
-109.625,27.416667,SON,CCRSO,"Cocoraque, Son.",0
-111.516389,30.873333,SON,CHTSO,"Cuauht‚moc, Son.",0
-110.736389,29.472222,SON,CJNSO,"El Caj¢n, Son.",0
-110.290833,30.98,SON,CNNSO,"Cananea, Son.",0
-109.931944,27.496389,SON,COBSO,"Ciudad Obreg¢n, Son.",0
-109.233333,29.2,SON,ECBSO,"El Cubil, Son.",0
-110.8,27.95,SON,EPLSO,"Observatorio de Empalme, Son.",0
-110.85,27.95,SON,GYMSO,"Guaymas, Son.",0
-110.916667,29.066667,SON,HM2SO,"Observatorio de Hermosillo, Son.",0
-110.925833,29.073056,SON,HMNSO,"Hermosillo, Son.",0
-108.957222,30.210556,SON,HSHSO,"Huachinera, Son.",0
-110.886944,30.761667,SON,IMRSO,"Imuris, Son.",0
-110.396944,28.426389,SON,IRASO,"Ignacio R. Alatorre, Son.",0
-109.378889,30.437778,SON,LCDSO,"L zaro C rdenas, Son.",0
-109.6875,30.374444,SON,NCZSO,"Observatorio de Nacozari, Son.",0
-110.947222,31.318889,SON,NGLSO,"Nogales, Son.",0
-110.913889,31.297778,SON,NOGALES,"Nogales, Son. SMN*",0
-109.443333,27.071944,SON,NVJSO,"Navojoa, Son.",0
-112.85,31.866667,SON,NYNSO,"Sonoyta, Son.",0
-109.083333,29.433333,SON,PDNSO,"Paso N cori, Son.",0
